

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines
470.929  000.108  000.108: sourcing /tmp/.mount_nvimd4lKxf/usr/share/nvim/runtime/plugin/man.lua
471.106  006.877: loading rtp plugins
473.263  000.092  000.092: require('Comment.config')
473.585  000.159  000.159: require('Comment.ft')
473.598  000.325  000.166: require('Comment.utils')
473.701  000.097  000.097: require('Comment.opfunc')
473.801  000.094  000.094: require('Comment.extra')
473.810  000.790  000.181: require('Comment.api')
473.982  001.043  000.254: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/Comment.nvim/plugin/Comment.lua
474.311  000.157  000.157: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/FixCursorHold.nvim/plugin/fix_cursorhold_nvim.vim
475.027  000.466  000.466: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/LuaSnip/plugin/luasnip.vim
475.858  000.184  000.184: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/crates.nvim/plugin/crates.vim
476.470  000.040  000.040: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/fzf/plugin/fzf.vim
477.956  000.912  000.912: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/leap.nvim/plugin/init.lua
478.518  000.073  000.073: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/nightfox.nvim/plugin/nightfox.vim
479.184  000.361  000.361: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/numbers.vim/plugin/numbers.vim
479.880  000.214  000.214: require('cmp.utils.highlight')
480.743  001.186  000.972: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/nvim-cmp/plugin/cmp.lua
480.958  000.029  000.029: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/nvim-code-action-menu/plugin/code_action_menu.vim
481.288  000.082  000.082: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/nvim-colorizer.lua/plugin/colorizer.vim
481.777  000.177  000.177: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/nvim-dap/plugin/dap.lua
482.439  000.222  000.222: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/nvim-lspconfig/plugin/lspconfig.lua
483.333  000.277  000.277: require('nvim-treesitter.statusline')
483.465  000.123  000.123: require('nvim-treesitter.query_predicates')
483.473  000.530  000.130: require('nvim-treesitter')
484.490  001.631  001.101: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/nvim-treesitter/plugin/nvim-treesitter.lua
484.996  000.286  000.286: require('treesitter-context')
485.006  000.328  000.042: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/nvim-treesitter-context/plugin/treesitter-context.vim
485.610  000.307  000.307: require('nvim-treesitter-refactor')
486.129  000.856  000.549: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/nvim-treesitter-refactor/plugin/nvim-treesitter-refactor.vim
486.501  000.108  000.108: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/nvim-web-devicons/plugin/nvim-web-devicons.vim
486.936  000.079  000.079: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/plenary.nvim/plugin/plenary.vim
487.265  000.092  000.092: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/prettier.nvim/plugin/prettier.vim
487.746  000.026  000.026: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/startuptime.vim/plugin/startuptime.vim
488.024  000.044  000.044: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/symbols-outline.nvim/plugin/symbols-outline.vim
488.383  000.061  000.061: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/telescope-frecency.nvim/plugin/frecency.vim
488.998  000.117  000.117: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/telescope.nvim/plugin/telescope.lua
489.547  000.340  000.340: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/vim-cool/plugin/cool.vim
490.236  000.382  000.382: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/vim-tmux-navigator/plugin/tmux_navigator.vim
490.518  000.029  000.029: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/which-key.nvim/plugin/which-key.vim
490.809  000.046  000.046: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/zen-mode.nvim/plugin/zen-mode.vim
491.792  011.615: loading packages
499.692  000.247  000.247: require('cmp_buffer.timer')
499.707  000.371  000.124: require('cmp_buffer.buffer')
499.714  000.485  000.114: require('cmp_buffer.source')
499.719  000.595  000.110: require('cmp_buffer')
499.775  000.729  000.134: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/cmp-buffer/after/plugin/cmp_buffer.lua
500.211  000.194  000.194: require('cmp_cmdline')
500.249  000.318  000.124: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/cmp-cmdline/after/plugin/cmp_cmdline.lua
500.554  000.136  000.136: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/cmp-nvim-lsp/after/plugin/cmp_nvim_lsp.lua
500.943  000.149  000.149: require('cmp_path')
501.118  000.414  000.265: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/cmp-path/after/plugin/cmp_path.lua
501.472  000.115  000.115: require('cmp_luasnip')
501.545  000.259  000.144: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/cmp_luasnip/after/plugin/cmp_luasnip.lua
502.050  000.124  000.124: require('crates.src.common')
502.058  000.233  000.109: require('crates.src.cmp')
502.158  000.423  000.190: sourcing /home/sxrdusr/.local/share/nvim/site/pack/packer/start/crates.nvim/after/plugin/cmp_crates.lua
502.235  008.165: loading after plugins
502.266  000.031: inits 3
502.269  000.004: reading ShaDa
503.389  000.134  000.134: require('luasnip.nodes.snippetProxy')
503.401  000.395  000.260: require('luasnip.loaders.from_snipmate')
503.585  000.139  000.139: require('luasnip.loaders.from_vscode')
503.629  000.826: opening buffers
503.907  000.277: BufEnter autocommands
503.916  000.009: editing files in windows
523.448  000.387  000.387: require('gitsigns.current_line_blame')


times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines

001.252  001.252: --- NVIM STARTING ---
028.506  027.254: event init
045.637  017.131: early init
047.453  001.816: locale set
053.132  005.679: init first window
063.524  010.392: inits 1
063.555  000.030: window checked
063.563  000.008: parsing arguments
075.623  000.278  000.278: require('vim.shared')
076.184  000.245  000.245: require('vim._meta')
076.200  000.553  000.308: require('vim._editor')
076.208  000.960  000.129: require('vim._init_packages')
076.216  011.694: init lua interpreter
076.372  000.156: expanding arguments
078.183  001.811: inits 2
079.554  001.371: init highlight
079.563  000.010: waiting for UI
082.359  002.795: done waiting for UI
082.394  000.035: init screen for UI
082.667  000.273: init default mappings
082.694  000.027: init default autocommands
092.469  004.260  004.260: sourcing /tmp/.mount_nvimJX3itN/usr/share/nvim/runtime/ftplugin.vim
094.902  001.025  001.025: sourcing /tmp/.mount_nvimJX3itN/usr/share/nvim/runtime/indent.vim
095.177  000.027  000.027: sourcing /usr/share/nvim/archlinux.vim
095.189  000.087  000.060: sourcing /etc/xdg/nvim/sysinit.vim
146.039  050.620  050.620: require('impatient')
146.227  000.166  000.166: require('impatient.profile')
146.375  000.122  000.122: require('user.utils')
151.939  000.327  000.327: require('packer.util')
152.009  000.727  000.400: require('packer')
152.984  000.294  000.294: require('packer.log')
153.006  000.591  000.297: require('packer.async')
153.364  000.207  000.207: require('packer.result')
153.381  000.367  000.160: require('packer.jobs')
153.397  001.318  000.360: require('packer.plugin_utils')
153.658  000.232  000.232: require('packer.snapshot')
156.096  000.466  000.466: require('mason-core.path')
156.121  000.952  000.486: require('mason.settings')
157.090  000.294  000.294: require('mason-core.functional')
157.590  000.249  000.249: require('mason-core.functional.data')
157.604  000.483  000.234: require('mason-core.functional.function')
157.850  000.202  000.202: require('mason-core.functional.relation')
158.054  000.178  000.178: require('mason-core.functional.logic')
158.108  001.978  000.821: require('mason-core.platform')
158.115  003.516  000.586: require('mason')
158.625  000.153  000.153: require('mason-core.functional.list')
158.683  000.522  000.369: require('mason.api.command')
159.086  000.255  000.255: require('mason-core.log')
159.100  000.409  000.153: require('mason-lspconfig')
159.262  000.154  000.154: require('mason-lspconfig.settings')
159.672  000.100  000.100: require('mason-core.notify')
159.687  000.249  000.149: require('mason-lspconfig.lspconfig_hook')
161.165  000.375  000.375: require('vim.lsp.log')
162.757  000.013  000.013: require('vim.F')
162.768  001.590  001.578: require('vim.lsp.protocol')
163.688  000.340  000.340: require('vim.lsp._snippet')
163.898  000.195  000.195: require('vim.highlight')
163.951  001.120  000.585: require('vim.lsp.util')
163.986  003.554  000.468: require('vim.lsp.handlers')
164.535  000.540  000.540: require('vim.lsp.rpc')
164.924  000.372  000.372: require('vim.lsp.sync')
165.397  000.457  000.457: require('vim.lsp.buf')
165.791  000.378  000.378: require('vim.lsp.diagnostic')
166.217  000.400  000.400: require('vim.lsp.codelens')
166.441  006.577  000.876: require('vim.lsp')
166.701  007.007  000.430: require('lspconfig.util')
167.095  000.124  000.124: require('mason-core.functional.table')
167.214  000.440  000.316: require('mason-lspconfig.mappings.server')
167.653  000.144  000.144: require('mason-core.async')
167.804  000.138  000.138: require('mason-core.async.uv')
167.818  000.430  000.148: require('mason-core.fs')
167.943  000.118  000.118: require('mason-core.optional')
168.065  000.112  000.112: require('mason-core.EventEmitter')
168.305  000.233  000.233: require('mason-registry.index')
168.330  001.105  000.211: require('mason-registry')
168.457  000.115  000.115: require('mason-lspconfig.server_config_extensions')
168.601  000.137  000.137: require('lspconfig.configs')
168.845  000.185  000.185: require('lspconfig.server_configurations.omnisharp')
169.286  000.155  000.155: require('mason-lspconfig.ensure_installed')
169.706  000.117  000.117: require('mason-core.result')
170.312  000.303  000.303: require('mason-core.process')
170.624  000.766  000.463: require('mason-core.spawn')
170.786  000.147  000.147: require('mason-core.receipt')
170.923  000.118  000.118: require('mason-core.functional.string')
170.959  001.244  000.213: require('mason-core.installer.context')
171.090  000.122  000.122: require('mason-core.installer.linker')
171.221  000.124  000.124: require('mason-core.async.control')
171.235  001.785  000.178: require('mason-core.installer')
171.393  000.152  000.152: require('mason-core.installer.handle')
172.052  000.133  000.133: require('mason-core.managers.powershell')
172.061  000.260  000.127: require('mason-core.fetch')
172.065  000.381  000.121: require('mason-core.managers.cargo.client')
172.354  000.149  000.149: require('mason-core.managers.std')
172.640  000.134  000.134: require('mason-registry.api')
172.667  000.305  000.170: require('mason-core.managers.github.client')
172.685  000.614  000.160: require('mason-core.managers.github')
172.846  001.311  000.316: require('mason-core.managers.cargo')
173.126  000.269  000.269: require('mason-core.managers.composer')
173.315  000.179  000.179: require('mason-core.managers.gem')
173.450  000.127  000.127: require('mason-core.managers.git')
173.622  000.160  000.160: require('mason-core.managers.go')
173.829  000.199  000.199: require('mason-core.managers.luarocks')
173.991  000.154  000.154: require('mason-core.managers.npm')
174.218  000.219  000.219: require('mason-core.managers.pip3')
174.233  002.820  000.202: require('mason-core.package.version-check')
174.254  004.957  000.201: require('mason-core.package')
174.502  000.207  000.207: require('mason-registry.python-lsp-server')
174.904  000.136  000.136: require('mason-registry.pyright')
175.181  000.220  000.220: require('mason-registry.clangd')
175.494  000.177  000.177: require('mason-registry.lua-language-server')
175.884  000.186  000.186: require('mason-core.functional.number')
175.961  000.453  000.266: require('mason-lspconfig.api.command')
176.054  025.286  002.868: require('user.pack')
179.762  003.699  003.699: require('user.opts')
179.968  000.018  000.018: require('vim.keymap')
182.217  002.429  002.412: require('user.keys')
182.350  000.120  000.120: require('user.utils')
183.650  000.302  000.302: require('vim.treesitter.language')
183.674  000.872  000.570: require('vim.treesitter.query')
185.104  000.305  000.305: require('vim.treesitter.languagetree')
185.200  000.696  000.391: require('vim.treesitter')
185.566  001.433  000.737: require('nvim-treesitter.parsers')
185.737  000.161  000.161: require('nvim-treesitter.utils')
185.755  001.844  000.250: require('nvim-treesitter.ts_utils')
185.771  002.090  000.246: require('nvim-treesitter.tsrange')
185.931  000.151  000.151: require('nvim-treesitter.caching')
185.955  003.297  000.184: require('nvim-treesitter.query')
185.993  003.532  000.235: require('nvim-treesitter.configs')
186.553  000.133  000.133: require('nvim-treesitter.info')
186.724  000.159  000.159: require('nvim-treesitter.shell_command_selectors')
